Time stamp,IMSI,Cell ID,RNTI,RSRP,SINR,CQI
+21214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+22214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+23214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+24214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+25214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+26214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+27214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+28214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+29214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+30214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+31214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+32214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+33214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+34214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+35214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+36214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+37214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+38214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+39214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+40214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+41214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+42214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+43214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+44214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+45214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+46214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+47214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+48214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
+49214285ns,1,1,1,5.4890969290957916e-15,11.573084823337666,9
