Time stamp,IMSI,Cell ID,RNTI,RSRP,SINR,CQI
+21214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+22214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+23214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+24214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+25214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+26214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+27214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+28214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+29214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+30214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+31214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+32214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+33214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+34214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+35214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+36214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+37214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+38214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+39214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+40214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+41214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+42214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+43214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+44214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+45214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+46214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+47214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+48214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
+49214285ns,1,1,1,6.6999437030278786e-16,1.4125973461646462,5
